file_name,file_path,file_size_bytes,file_extension,instrument_model,instrument_name,instrument_serial_number,analyzer,ionization_type,experiment_type,polarity,mz_min,mz_max,rt_min,rt_max,tic_min,tic_max,write_time,total_scans,creation_time
EMSL_16_NGPR_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_16_NGPR_A_PRE_NotGr_NA_NA.cdf,4534228,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.4000244140625,6.099716666666667,37.476683333333334,8462.0,87861872.0,2023-04-27T11:23:00,5017,2023-04-28T07:10:20.180000
EMSL_41_CLBJ_A1_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_41_CLBJ_A1_POST_NotGr_MST_33.cdf,5729704,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,569.2999877929688,6.09975,37.47673333333333,22388.0,25152064.0,2023-04-28T03:55:00,5017,2023-04-28T11:41:39.110000
EMSL_56_SERC_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_56_SERC_A_POST_NotGr_MST_33.cdf,13333852,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,599.7000122070312,6.099466666666667,37.47643333333333,28692.0,90052384.0,2023-04-28T01:39:00,5017,2023-04-28T09:25:58.500000
EMSL_1_ABBY_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_1_ABBY_A_PRE_NotGr_NA_NA.cdf,17100796,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.9000244140625,6.09965,37.47661666666667,41272.0,101468848.0,2023-04-28T03:10:00,5017,2023-04-28T10:56:04.790000
EMSL_47_HEAL_Oae_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_47_HEAL_Oae_POST_NotGr_MST_33.cdf,20064532,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.099516666666667,37.476483333333334,64093.0,102335584.0,2023-04-28T02:25:00,5017,2023-04-28T10:13:02.660000
EMSL_72_DSNY_A_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_72_DSNY_A_POST_NotGr_MSTplus5_33.cdf,6332776,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.09965,37.47661666666667,23691.0,54720520.0,2023-04-28T06:11:00,5017,2023-04-28T13:58:39.820000
EMSL_10_GRSM_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_10_GRSM_A_PRE_NotGr_NA_NA.cdf,8841532,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.4000244140625,6.099716666666667,37.476683333333334,18569.0,93407184.0,2023-04-28T05:26:00,5017,2023-04-28T13:11:58.640000
EMSL_63_WREF_A1_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_63_WREF_A1_POST_NotGr_MST_33.cdf,11801644,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.099833333333334,37.476800000000004,23911.0,94193440.0,2023-04-28T04:40:00,5017,2023-04-28T12:29:54.020000
EMSL_11_HEAL_Oae_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_11_HEAL_Oae_PRE_NotGr_NA_NA.cdf,19355404,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.9000244140625,6.0998833333333335,37.47685,58240.0,101133816.0,2023-04-28T06:56:00,5017,2023-04-28T14:46:12.190000
GCMS_FAMEs_02_GCMS03_2023Apr27.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023Apr27.cdf,2906536,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,518.2000122070312,6.099716666666667,37.476683333333334,6459.0,752750.0,2023-04-28T09:12:00,5017,2023-04-28T16:58:59.980000
EMSL_23_STEI_A1_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_23_STEI_A1_PRE_NotGr_NA_NA.cdf,8956084,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.099666666666667,37.47663333333333,21629.0,89855328.0,2023-04-28T07:42:00,5017,2023-04-28T15:29:41.110000
GCMS_FAMEs_01_GCMS03_2023May01.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_01_GCMS03_2023May01.cdf,1551832,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,502.8999938964844,6.09985,37.476816666666664,678.0,526851.0,2023-05-01T04:16:00,5017,2023-05-02T00:03:09.700000
EMSL_14_MLBS_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_14_MLBS_A_PRE_NotGr_NA_NA.cdf,14785828,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.099866666666667,37.47683333333334,33633.0,104230000.0,2023-05-01T05:46:00,5017,2023-05-02T01:35:45.440000
EMSL_51_MOAB_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_51_MOAB_A_POST_NotGr_MST_33.cdf,4430032,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.4000244140625,6.099733333333333,37.47671666666667,13512.0,85118528.0,2023-05-01T08:02:00,5017,2023-05-02T03:48:52.220000
EMSL_80_NIWO_A_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_80_NIWO_A_POST_NotGr_MSTplus5_33.cdf,13955008,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5999755859375,6.0996,37.47658333333333,26216.0,100898640.0,2023-05-01T06:32:00,5017,2023-05-02T02:17:37.870000
EMSL_62_UNDE_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_62_UNDE_A_POST_NotGr_MST_33.cdf,17242132,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.099716666666667,37.476683333333334,43293.0,97550488.0,2023-05-01T07:17:00,5017,2023-05-02T03:04:40.180000
EMSL_19_RMNP_A1_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_19_RMNP_A1_PRE_NotGr_NA_NA.cdf,5233660,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.2999877929688,6.099766666666667,37.47673333333333,15211.0,46835088.0,2023-05-01T11:04:00,5017,2023-05-02T06:54:09.680000
EMSL_83_SERC_A_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_83_SERC_A_POST_NotGr_MSTplus5_33.cdf,11205400,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,599.7999877929688,6.099716666666667,37.4767,22352.0,92409128.0,2023-05-01T11:50:00,5017,2023-05-02T07:38:13.690000
EMSL_61_TREE_A1_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_61_TREE_A1_POST_NotGr_MST_33.cdf,11896168,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.7000122070312,6.099716666666667,37.476683333333334,25176.0,93591080.0,2023-05-01T09:33:00,5017,2023-05-02T05:22:04.260000
EMSL_20_SERC_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_20_SERC_A_PRE_NotGr_NA_NA.cdf,13876000,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5999755859375,6.099633333333333,37.4766,28335.0,94721776.0,2023-05-01T10:19:00,5017,2023-05-02T06:07:03.500000
EMSL_39_BLAN_Ap1_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_39_BLAN_Ap1_POST_NotGr_MST_33.cdf,13137832,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5999755859375,6.09985,37.476816666666664,30949.0,91935912.0,2023-05-02T12:35:00,5017,2023-05-02T08:22:59.350000
EMSL_90_WREF_A1_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_90_WREF_A1_POST_NotGr_MSTplus5_33.cdf,13700284,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.9000244140625,6.09975,37.47673333333333,30816.0,96428664.0,2023-05-02T01:21:00,5017,2023-05-02T09:08:04.270000
EMSL_66_BLAN_Ap1_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_66_BLAN_Ap1_POST_NotGr_MSTplus5_33.cdf,12295636,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.7000122070312,6.099533333333333,37.4765,35945.0,94399512.0,2023-05-02T02:51:00,5017,2023-05-02T10:39:30.470000
EMSL_26_UNDE_A_PRE_NotGr_NA_NA.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_26_UNDE_A_PRE_NotGr_NA_NA.cdf,13439920,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.7000122070312,6.099833333333334,37.476800000000004,32030.0,97664384.0,2023-05-02T03:37:00,5017,2023-05-02T11:23:00.330000
EMSL_46_GRSM_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_46_GRSM_A_POST_NotGr_MST_33.cdf,11223496,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.7000122070312,6.0997,37.476683333333334,31396.0,96348744.0,2023-05-02T02:06:00,5017,2023-05-02T09:53:36.960000
EMSL_42_CPER_A1_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_42_CPER_A1_POST_NotGr_MST_33.cdf,8028592,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.7000122070312,6.099783333333334,37.47675,27818.0,92798216.0,2023-05-02T04:22:00,5017,2023-05-02T12:10:07.600000
EMSL_71_DELA_A_POST_NotGr_MSTplus5_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_71_DELA_A_POST_NotGr_MSTplus5_33.cdf,3985564,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,598.4000244140625,6.099633333333333,37.4766,9038.0,82817944.0,2023-05-02T07:24:00,5017,2023-05-02T15:10:36.720000
EMSL_45_DSNY_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_45_DSNY_A_POST_NotGr_MST_33.cdf,5453176,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,599.5,6.09985,37.476816666666664,20076.0,42950280.0,2023-05-02T06:39:00,5017,2023-05-02T14:26:08.380000
EMSL_40_BONA_Oea_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_40_BONA_Oea_POST_NotGr_MST_33.cdf,10719316,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,599.9000244140625,6.0996,37.47656666666667,22685.0,96057088.0,2023-05-02T08:09:00,5017,2023-05-02T15:57:04.080000
GCMS_FAMEs_02_GCMS03_2023May01.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/GCMS_FAMEs_02_GCMS03_2023May01.cdf,2600392,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,49.900001525878906,519.2000122070312,6.0996,37.47656666666667,5167.0,586325.0,2023-05-02T09:40:00,5017,2023-05-02T17:28:04.020000
EMSL_37_ABBY_A_POST_NotGr_MST_33.cdf,/mnt/Volumes/LaCie/nmdc_data/miesel_11_8bjf2432/raw/EMSL_37_ABBY_A_POST_NotGr_MST_33.cdf,15694432,.cdf,Unknown,Gas Chromatograph (Operator: VP),Unknown,Quadruple,Electron Impact,Centroided Mass Spectrum,1,50.0,599.5999755859375,6.099766666666667,37.47673333333333,50792.0,98677704.0,2023-05-02T05:53:00,5017,2023-05-02T13:41:48.570000
