raw_data_identifier,biosample_id,biosample_name,material_processing_protocol_id,match_confidence,processedsample_placeholder
Miesel_60009_39_BLAN_Ap1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9616,nmdc:bsm-11-0n65yd98,EMSL 39 BLAN_Ap1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_40_BONA_Oea_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9035,nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_40_BONA_Oea_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9078,nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_40_BONA_Oea_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9239,nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_40_BONA_Oea_POST_MST_33_Met_SPE_r2_300SA_IATp03_9605,nmdc:bsm-11-89sqhh96,EMSL 40 BONA_Oea_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_41_CLBJ_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9039,nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_41_CLBJ_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9133,nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9188,nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_41_CLBJ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9602,nmdc:bsm-11-2cj4cf88,EMSL 41 CLBJ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_42_CPER_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9011,nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_42_CPER_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9097,nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9290,nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_42_CPER_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9641,nmdc:bsm-11-9hpkqy23,EMSL 42 CPER_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_43_DCFS_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9023,nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_43_DCFS_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9080,nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_43_DCFS_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9270,nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_43_DCFS_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9636,nmdc:bsm-11-mzz92d33,EMSL 43 DCFS_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_44_DELA_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9061,nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_44_DELA_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9132,nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9175,nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_44_DELA_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9578,nmdc:bsm-11-zjb1z714,EMSL 44 DELA_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_45_DSNY_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9042,nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_45_DSNY_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9081,nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_45_DSNY_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9268,nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_45_DSNY_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9566,nmdc:bsm-11-8bg8gj60,EMSL 45 DSNY_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_46_GRSM_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9028,nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_46_GRSM_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9152,nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_46_GRSM_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9257,nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_46_GRSM_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9609,nmdc:bsm-11-262q3j19,EMSL 46 GRSM_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_47_HEAL_Oae_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9007,nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_47_HEAL_Oae_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9135,nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_47_HEAL_Oae_POST_MST_33_Met_SPE_r1_300SA_IATp03_9283,nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_47_HEAL_Oae_POST_MST_33_Met_SPE_r2_300SA_IATp03_9572,nmdc:bsm-11-56ck4y26,EMSL 47 HEAL_Oae_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_48_JORN_Ak_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9068,nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_48_JORN_Ak_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9112,nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_48_JORN_Ak_POST_MST_33_Met_SPE_r1_300SA_IATp03_9287,nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_48_JORN_Ak_POST_MST_33_Met_SPE_r2_300SA_IATp03_9614,nmdc:bsm-11-ypsg5973,EMSL 48 JORN_Ak_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_49_KONZ_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9017,nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_49_KONZ_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9105,nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_49_KONZ_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9293,nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_49_KONZ_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9573,nmdc:bsm-11-8e8v8k74,EMSL 49 KONZ_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9001,nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_50_MLBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9143,nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9288,nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_50_MLBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9581,nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_51_MOAB_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9019,nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_51_MOAB_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9115,nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_51_MOAB_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9171,nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_51_MOAB_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9642,nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_52_NGPR_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9030,nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_52_NGPR_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9167,nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_52_NGPR_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9182,nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_52_NGPR_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9613,nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_53_NIWO_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8997,nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_53_NIWO_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9136,nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_53_NIWO_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9265,nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_53_NIWO_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9632,nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_54_OSBS_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9003,nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_54_OSBS_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9095,nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_54_OSBS_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9253,nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_54_OSBS_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9637,nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9066,nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_55_RMNP_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9102,nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_55_RMNP_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9185,nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_55_RMNP_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9577,nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_56_SERC_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9002,nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_56_SERC_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9164,nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_56_SERC_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9284,nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_56_SERC_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9594,nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_57_SJER_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9026,nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_57_SJER_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9096,nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_57_SJER_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9240,nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_57_SJER_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9620,nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_58_SOAP_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9048,nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_58_SOAP_A_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9111,nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_58_SOAP_A_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9242,nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_58_SOAP_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9561,nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_59_STEI_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9041,nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_59_STEI_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9156,nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_59_STEI_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9195,nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_59_STEI_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9574,nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_60_TALL_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9037,nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_60_TALL_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9127,nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9198,nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_60_TALL_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9600,nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_61_TREE_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9031,nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_61_TREE_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9122,nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_61_TREE_A1_POST_MST_33_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9177,nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_61_TREE_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9633,nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_62_UNDE_A_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9046,nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_62_UNDE_A_POST_MST_33_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9088,nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_62_UNDE_A_POST_MST_33_Met_SPE_r1_300SA_IATp03_9256,nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_62_UNDE_A_POST_MST_33_Met_SPE_r2_300SA_IATp03_9634,nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_63_WREF_A1_POST_MST_33_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8988,nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_63_WREF_A1_POST_MST_33_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9123,nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r1_300SA_IATp03_9264,nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_63_WREF_A1_POST_MST_33_Met_SPE_r2_300SA_IATp03_9612,nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_64_ABBY_A_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9056,nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_64_ABBY_A_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9086,nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_64_ABBY_A_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9280,nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_64_ABBY_A_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9563,nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9067,nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9134,nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9243,nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_65_BARR_Oaf_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9601,nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9052,nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9158,nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9245,nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_66_BLAN_Ap1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9558,nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r1_300SA_IATp03_9036,nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9117,nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9181,nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_67_BONA_Oea_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9644,nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r1_26Jan23_IATp03_9000,nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_H2O_SPE_r2_300SA_IATp03_9154,nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample6_NOM
Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_Met_SPE_r1_300SA_IATp03_9254,nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
Miesel_60009_68_CLBJ_A1_POST_MSTplus5_33_Met_SPE_r2_300SA_IATp03_9591,nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample7_NOM
